时间戳,设备ID,设备名称,AccX(g),AccY(g),AccZ(g),GyroX(°/s),GyroY(°/s),GyroZ(°/s),Roll(°),Pitch(°),Yaw(°)
"2025-05-23T07:30:31.153Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.4185,0.5591,0.7158,2.26,-2.38,-4.27,37.73,24.76,39.72
"2025-05-23T07:30:31.154Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.2559,0.9233,-0.2559,2.01,-3.48,0.85,104.66,15.78,-90.29
"2025-05-23T07:30:31.156Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9692,-0.2197,0.1304,-1.34,0.24,0.43,-62.11,73.58,-159.35
"2025-05-23T07:30:31.161Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.1885,-0.1221,1.0024,-0.85,-0.24,-5.13,-6.40,-12.49,54.33
"2025-05-23T07:30:31.171Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.2344,0.9258,-0.2446,-0.61,0.31,-0.24,104.71,15.79,-90.46
"2025-05-23T07:30:31.203Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9663,-0.2285,0.1279,-1.71,-0.55,1.04,-62.17,73.60,-159.33
"2025-05-23T07:30:31.207Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0142,0.9897,-0.0298,-5.49,2.99,2.20,91.14,0.85,-59.54
"2025-05-23T07:30:31.208Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.2085,-0.1182,0.9966,-0.85,-0.73,0.55,-6.41,-12.54,54.24
"2025-05-23T07:30:31.217Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.4185,0.5649,0.7031,0.24,0.85,-0.06,37.73,24.80,39.62
"2025-05-23T07:30:31.221Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.2949,0.9014,-0.2832,-0.61,-1.65,0.61,104.70,15.78,-90.50
"2025-05-23T07:30:31.238Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.2534,0.1797,0.9834,0.43,0.12,3.11,10.48,13.99,-104.01
"2025-05-23T07:30:31.239Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9639,-0.2314,0.1313,0.37,-0.24,1.59,-62.08,73.65,-159.21
"2025-05-23T07:30:31.245Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0234,1.0522,-0.0166,-4.27,0.37,10.19,90.94,0.65,-59.43
"2025-05-23T07:30:31.328Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.2632,0.1558,0.9995,3.66,-0.24,-1.40,10.57,13.99,-103.95
"2025-05-23T07:30:31.329Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.4204,0.5415,0.7446,4.09,-2.38,-2.26,37.79,24.81,39.52
"2025-05-23T07:30:31.330Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",0.1025,1.1055,-0.0957,9.58,17.64,45.53,90.91,-0.56,-59.33
"2025-05-23T07:30:31.330Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.2290,-0.0713,1.0161,-2.75,0.18,-3.23,-6.49,-12.56,54.14
"2025-05-23T07:30:31.332Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.3008,0.1758,0.9990,13.24,-1.53,20.57,11.05,13.89,-103.58
"2025-05-23T07:30:31.333Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3975,0.5811,0.7188,6.47,-1.89,-4.82,37.94,24.81,39.22
"2025-05-23T07:30:31.333Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9775,-0.2329,0.1108,-3.23,-4.09,5.80,-61.63,73.76,-158.73
"2025-05-23T07:30:31.334Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.1016,0.8604,0.0234,11.78,55.11,36.93,91.81,-3.28,-56.98
"2025-05-23T07:30:31.334Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.1514,-0.0933,1.0249,-6.41,1.28,-8.06,-6.65,-12.53,53.83
"2025-05-23T07:30:31.384Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.3076,0.9531,-0.2393,0.55,-4.94,5.68,104.69,15.66,-90.75
"2025-05-23T07:30:31.390Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.1250,0.1646,0.8706,-2.26,4.58,21.00,11.83,13.64,-102.26
"2025-05-23T07:30:31.391Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3979,0.5181,0.7495,12.82,-12.45,-23.13,38.07,24.96,38.46
"2025-05-23T07:30:31.392Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.3833,0.9048,-0.2451,2.32,-14.95,4.09,104.61,15.55,-91.31
"2025-05-23T07:30:31.393Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9248,-0.2358,0.1543,-13.49,-5.00,9.16,-60.56,74.02,-157.22
"2025-05-23T07:30:31.394Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.2007,-0.0938,0.9912,-7.63,3.42,-29.85,-6.83,-12.56,52.89
"2025-05-23T07:30:31.394Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.0566,0.9438,-0.2466,-1.10,-8.67,1.34,104.69,15.54,-92.19
"2025-05-23T07:30:31.399Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9741,-0.1587,0.1504,2.93,3.54,2.08,-60.34,74.23,-156.64
"2025-05-23T07:30:31.404Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",0.1055,0.9668,0.0518,-5.62,1.34,-4.15,91.70,-3.63,-56.05
"2025-05-23T07:30:31.405Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.2446,-0.2344,0.9336,-0.73,1.10,-0.85,-6.85,-12.55,52.10
"2025-05-23T07:30:31.419Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.2129,0.3174,0.9492,-1.10,-0.43,-10.25,11.80,13.74,-102.18
"2025-05-23T07:30:31.425Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.4634,0.5874,0.5938,-0.85,3.78,2.32,38.08,25.13,37.76
"2025-05-23T07:30:31.427Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.2275,0.9023,-0.3262,-3.36,-8.42,1.46,104.43,15.61,-92.58
"2025-05-23T07:30:31.445Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9771,-0.2300,0.1235,6.96,1.83,-2.87,-60.79,74.23,-157.41
"2025-05-23T07:30:31.536Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",0.0898,0.9956,-0.0645,-10.99,-33.63,-26.37,91.30,-2.79,-57.01
"2025-05-23T07:30:31.537Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.2944,0.2139,0.9976,-1.53,-2.14,-18.25,11.59,13.86,-102.95
"2025-05-23T07:30:31.537Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.4395,0.5767,0.7197,5.19,-9.46,-7.32,38.09,25.10,37.53
"2025-05-23T07:30:31.538Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",0.0503,1.0073,-0.0708,-0.06,-20.69,-20.26,91.09,-1.65,-58.28
"2025-05-23T07:30:31.539Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.2788,-0.1279,1.0205,-1.77,4.94,-15.20,-6.84,-12.52,51.71
"2025-05-23T07:30:31.540Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3975,0.6348,0.6807,-2.93,-1.59,1.46,38.01,24.91,37.10
"2025-05-23T07:30:31.541Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.2310,0.9722,-0.2461,0.49,-16.42,3.17,104.24,15.62,-93.48
"2025-05-23T07:30:31.542Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9844,-0.1895,0.1577,1.28,-4.03,-4.21,-60.77,74.09,-157.65
"2025-05-23T07:30:31.542Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",0.0703,1.0967,-0.1353,10.07,-7.26,-5.25,91.56,-0.92,-58.95
"2025-05-23T07:30:31.543Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.1118,-0.2314,1.0317,0.24,8.85,-3.05,-6.68,-12.23,51.04
"2025-05-23T07:30:31.614Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.3242,0.2837,0.9937,-5.37,-5.07,-1.34,11.25,13.83,-103.49
"2025-05-23T07:30:31.621Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.2231,0.1831,0.9697,-4.94,-8.00,-8.12,10.95,13.56,-103.88
"2025-05-23T07:30:31.622Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.4287,0.5386,0.6987,-8.85,9.83,14.40,37.94,24.85,37.72
"2025-05-23T07:30:31.623Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.1650,0.9434,-0.1514,-14.89,10.07,-0.79,103.80,15.59,-93.72
"2025-05-23T07:30:31.624Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9609,-0.2344,0.1328,4.03,-4.82,-4.88,-60.35,73.77,-157.36
"2025-05-23T07:30:31.625Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.2075,-0.1343,0.9658,2.75,-0.06,19.90,-6.74,-11.98,51.59
"2025-05-23T07:30:31.626Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.2529,0.9048,-0.2432,-13.12,15.56,-3.05,103.34,15.51,-92.88
"2025-05-23T07:30:31.627Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9468,-0.2271,0.1089,-5.31,-8.67,-1.95,-59.70,73.45,-156.78
"2025-05-23T07:30:31.627Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",0.0591,0.9658,0.0156,-2.50,-7.20,-3.36,91.64,-0.76,-59.38
"2025-05-23T07:30:31.628Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.1572,-0.1265,0.9478,2.62,-0.73,12.70,-6.79,-11.91,52.53
"2025-05-23T07:30:31.634Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.2300,0.2246,0.9517,-8.24,0.18,19.59,10.64,13.36,-103.83
"2025-05-23T07:30:31.635Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.4175,0.5352,0.6563,-6.23,7.08,10.38,37.90,24.75,38.62
"2025-05-23T07:30:31.636Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.2866,0.9224,-0.1553,-10.56,8.00,-1.46,102.96,15.50,-92.47
"2025-05-23T07:30:31.647Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9775,-0.2446,0.1670,1.22,-5.92,-2.26,-59.08,73.14,-155.81
"2025-05-23T07:30:31.765Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0439,0.9570,-0.0210,1.16,15.87,-2.87,91.66,-0.64,-59.08
"2025-05-23T07:30:31.766Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.2222,0.1543,1.0313,-0.61,-3.66,-0.92,10.58,13.19,-103.23
"2025-05-23T07:30:31.767Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3647,0.5645,0.7905,-7.57,9.09,12.51,37.89,24.80,39.38
"2025-05-23T07:30:31.768Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0176,1.0498,-0.0122,0.73,6.71,-0.61,91.72,-0.60,-58.54
"2025-05-23T07:30:31.769Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.2349,-0.0503,1.0527,3.60,-0.73,11.41,-6.81,-11.91,53.14
"2025-05-23T07:30:31.770Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.1914,0.1543,0.9971,-2.14,-1.10,5.43,10.48,13.05,-103.15
"2025-05-23T07:30:31.771Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.4360,0.5142,0.7310,5.07,-8.36,-2.62,37.92,24.67,39.61
"2025-05-23T07:30:31.772Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9614,-0.2393,0.1563,-2.99,-3.91,-0.55,-58.61,72.95,-155.34
"2025-05-23T07:30:31.773Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0127,0.9941,0.0352,-7.63,1.89,1.22,91.54,-0.62,-58.31
"2025-05-23T07:30:31.774Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.2842,-0.0571,0.9766,1.83,1.16,-5.98,-6.78,-11.91,53.38
"2025-05-23T07:30:31.775Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3921,0.5820,0.6553,2.99,-3.30,2.14,38.02,24.39,39.35
"2025-05-23T07:30:31.775Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.3828,0.8955,-0.3408,-1.89,4.15,-4.33,102.80,15.53,-92.05
"2025-05-23T07:30:31.866Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.1641,0.1445,1.0073,1.65,-0.85,-6.35,10.51,13.01,-103.09
"2025-05-23T07:30:31.994Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.1968,0.9521,-0.2095,6.29,-12.08,-0.24,103.00,15.69,-92.38
"2025-05-23T07:30:31.995Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9487,-0.2393,0.1636,0.98,1.59,-0.49,-58.55,72.90,-155.22
"2025-05-23T07:30:31.996Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.1162,-0.1772,0.9692,0.67,2.38,-1.53,-6.64,-11.78,53.07
"2025-05-23T07:30:31.997Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.2529,0.9697,-0.2080,0.06,2.26,-0.55,103.05,15.73,-92.68
"2025-05-23T07:30:31.998Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9258,-0.2446,0.1514,8.85,8.18,-2.20,-59.20,72.98,-156.18
"2025-05-23T07:30:31.999Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0200,1.0098,0.0522,-13.31,-4.94,3.30,90.87,-0.76,-58.38
"2025-05-23T07:30:31.999Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.2007,-0.0737,1.0078,0.06,0.55,5.68,-6.66,-11.66,53.33
"2025-05-23T07:30:32.000Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.1733,0.1558,0.9521,2.32,2.14,-21.73,10.42,13.17,-103.84
"2025-05-23T07:30:32.001Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.4292,0.5239,0.7534,-0.92,1.83,6.41,38.16,24.24,39.64
"2025-05-23T07:30:32.002Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.2305,0.9673,-0.2163,-0.43,-1.04,-0.79,103.09,15.77,-92.58
"2025-05-23T07:30:32.003Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9995,-0.1953,0.1235,5.98,5.74,-2.26,-60.16,73.09,-157.73
"2025-05-23T07:30:32.003Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",0.0435,0.9829,-0.0093,-13.85,-24.11,-5.74,90.20,-0.59,-59.40
"2025-05-23T07:30:32.004Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.3276,0.2515,0.9780,-0.55,2.32,-6.77,10.29,13.42,-104.75
"2025-05-23T07:30:32.005Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3794,0.6299,0.6719,-0.55,0.43,1.65,38.18,24.11,39.66
"2025-05-23T07:30:32.006Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",0.0322,0.9795,-0.0664,0.24,-5.86,-2.14,89.88,-0.44,-60.18
"2025-05-23T07:30:32.007Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.1152,-0.1758,1.0205,-0.31,2.62,0.98,-6.64,-11.57,53.33
"2025-05-23T07:30:32.007Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.3110,0.2241,0.9648,-1.34,-1.22,6.84,10.24,13.45,-104.72
"2025-05-23T07:30:32.008Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3994,0.5527,0.7285,-5.19,9.16,8.24,38.20,24.15,40.08
"2025-05-23T07:30:32.008Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.2490,0.9570,-0.1719,-8.61,6.84,-0.92,102.93,15.78,-92.59
"2025-05-23T07:30:32.009Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9731,-0.2163,0.1323,-0.37,-3.85,-0.79,-60.31,73.05,-157.98
"2025-05-23T07:30:32.015Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.4126,0.5815,0.6738,-7.39,13.24,11.47,38.23,24.31,40.78
"2025-05-23T07:30:32.016Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.2285,0.9429,-0.2217,-12.21,16.42,-0.24,102.65,15.72,-92.02
"2025-05-23T07:30:32.017Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0054,1.0059,-0.0845,4.33,5.43,0.00,90.12,-0.43,-59.94
"2025-05-23T07:30:32.018Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.1587,-0.0898,1.0068,0.55,0.00,11.11,-6.70,-11.46,53.68
"2025-05-23T07:30:32.019Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.2808,0.1494,1.0298,0.85,-8.06,-8.73,10.21,13.23,-104.75
"2025-05-23T07:30:32.020Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9634,-0.2441,0.2007,3.91,-5.49,-0.43,-59.68,72.88,-157.37
"2025-05-23T07:30:32.020Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.1855,-0.1411,0.9858,-0.06,-1.65,17.52,-6.83,-11.41,54.46
"2025-05-23T07:30:32.125Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.2734,0.9409,-0.2959,-10.07,21.61,0.55,102.33,15.51,-91.08
"2025-05-23T07:30:32.251Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9526,-0.2290,0.1411,-0.61,-5.86,1.04,-58.77,72.78,-156.59
"2025-05-23T07:30:32.253Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0303,1.0439,0.0068,10.13,-1.89,-1.04,90.40,-0.27,-60.13
"2025-05-23T07:30:32.254Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.2275,-0.0576,1.0024,-0.85,-0.61,19.41,-7.06,-11.33,55.46
"2025-05-23T07:30:32.255Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.1821,0.2017,0.9717,0.06,-4.15,5.62,10.15,12.93,-105.03
"2025-05-23T07:30:32.257Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.4448,0.5195,0.7480,-4.15,11.11,15.32,38.38,24.35,41.76
"2025-05-23T07:30:32.257Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.3096,0.8794,-0.1943,-5.31,11.35,0.73,102.19,15.31,-90.26
"2025-05-23T07:30:32.258Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0596,1.0171,0.0410,-3.42,24.84,7.20,90.55,-0.41,-59.77
"2025-05-23T07:30:32.259Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9814,-0.2354,0.1558,3.23,-0.55,2.81,-58.25,72.76,-156.14
"2025-05-23T07:30:32.260Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.4004,0.5742,0.6743,-0.79,8.42,9.03,38.58,24.33,42.52
"2025-05-23T07:30:32.261Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.2227,0.1870,1.0313,1.59,-8.30,-4.82,10.24,12.58,-105.12
"2025-05-23T07:30:32.262Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0366,0.9814,0.0762,-1.34,18.86,17.52,90.31,-1.02,-59.21
"2025-05-23T07:30:32.263Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.1587,-0.1396,0.9790,-2.08,0.49,11.23,-7.27,-11.23,56.21
