时间戳,设备ID,设备名称,AccX(g),AccY(g),AccZ(g),GyroX(°/s),GyroY(°/s),GyroZ(°/s),Roll(°),Pitch(°),Yaw(°)
"2025-05-23T07:28:54.350Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9814,-0.2109,0.2007,-0.24,10.86,0.00,-45.23,71.77,-141.39
"2025-05-23T07:28:54.351Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",0.0791,0.9839,0.1357,25.51,10.07,3.48,77.95,-3.47,-26.05
"2025-05-23T07:28:54.351Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.0142,-0.1885,0.9971,5.13,-20.26,-8.61,-5.30,-3.53,52.46
"2025-05-23T07:28:54.352Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.2969,0.6436,0.6846,-5.68,8.61,-17.03,38.50,17.66,129.16
"2025-05-23T07:28:54.353Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.2700,0.9590,-0.0293,18.86,20.39,-2.50,92.85,19.75,-39.35
"2025-05-23T07:28:54.353Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.1255,0.1055,1.0449,3.17,15.01,-2.81,2.15,3.69,-100.24
"2025-05-23T07:28:54.355Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9502,-0.2241,0.2148,-2.56,7.39,-2.81,-46.49,72.00,-142.61
"2025-05-23T07:28:54.356Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",0.1211,0.9658,0.1572,36.87,-1.89,0.12,79.54,-3.43,-25.78
"2025-05-23T07:28:54.357Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.0381,0.0024,1.0220,3.05,15.63,-1.71,2.29,4.46,-100.24
"2025-05-23T07:28:54.358Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.2998,0.5913,0.7539,-8.24,12.70,-13.55,38.04,18.52,129.01
"2025-05-23T07:28:54.359Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.0420,-0.0532,1.0386,5.00,-23.56,-1.95,-5.05,-4.70,52.55
"2025-05-23T07:28:54.359Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0474,0.9858,0.2095,25.63,-3.72,1.04,81.23,-3.55,-25.90
"2025-05-23T07:28:54.360Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.0352,0.0303,1.0386,5.92,17.76,-8.00,2.48,5.32,-100.60
"2025-05-23T07:28:54.360Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3496,0.5854,0.7241,-10.01,13.31,-10.07,37.57,19.45,128.84
"2025-05-23T07:28:54.361Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9209,-0.2544,0.2422,1.77,13.98,-0.06,-47.90,72.31,-144.11
"2025-05-23T07:28:54.361Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",0.1758,0.9849,0.1401,17.15,0.49,0.43,82.12,-3.57,-25.99
"2025-05-23T07:28:54.363Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.1089,-0.1113,1.0024,5.13,-17.46,-0.43,-4.85,-5.67,52.49
