时间戳,设备ID,设备名称,AccX(g),AccY(g),AccZ(g),GyroX(°/s),GyroY(°/s),GyroZ(°/s),Roll(°),Pitch(°),Yaw(°)
"2025-05-23T07:31:30.852Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.1450,0.2539,0.9980,2.38,1.22,-2.26,13.10,5.57,-95.20
"2025-05-23T07:31:30.853Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",-0.2358,-0.3677,0.9082,-0.37,0.18,-4.09,-21.51,13.54,-41.93
"2025-05-23T07:31:30.854Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.0830,-0.0532,1.0137,1.65,-1.22,-4.82,-3.69,-5.38,171.72
"2025-05-23T07:31:30.855Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3096,0.6587,0.6606,2.81,-0.18,-1.04,43.97,17.69,62.61
"2025-05-23T07:31:30.856Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",0.1235,0.4814,0.9043,-1.04,-2.56,0.67,27.04,-6.17,-105.42
"2025-05-23T07:31:30.868Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9336,-0.3066,0.2031,0.12,-0.18,3.23,-56.78,67.81,160.09
"2025-05-23T07:31:30.872Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0986,0.2300,0.9829,0.18,-0.31,-0.12,13.17,5.60,-95.27
"2025-05-23T07:31:30.887Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.0913,-0.0405,1.0376,2.01,-1.04,-1.46,-3.58,-5.42,171.62
"2025-05-23T07:31:30.888Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3198,0.6748,0.6880,1.28,-1.10,-0.31,44.07,17.68,62.54
"2025-05-23T07:31:30.893Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0977,0.2495,1.0059,0.55,-2.50,-0.79,13.18,5.53,-95.31
"2025-05-23T07:31:30.897Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",-0.2300,-0.4077,0.9292,-1.22,0.31,-0.67,-21.59,13.52,-42.08
"2025-05-23T07:31:30.933Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.0903,-0.0269,1.0049,2.56,-1.53,-2.87,-3.46,-5.51,171.51
"2025-05-23T07:31:30.999Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.2930,0.6616,0.6855,1.22,-0.73,0.12,44.12,17.64,62.53
"2025-05-23T07:31:31.000Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",0.1294,0.4473,0.8999,-0.24,-1.83,0.92,27.04,-6.33,-105.42
"2025-05-23T07:31:31.000Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9258,-0.3203,0.2021,0.24,-0.67,2.38,-56.60,67.92,160.26
"2025-05-23T07:31:31.002Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0703,0.2197,0.9868,-0.67,-4.03,0.55,13.19,5.37,-95.38
"2025-05-23T07:31:31.003Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",-0.2520,-0.3643,0.9214,-0.43,0.31,-0.98,-21.65,13.52,-42.11
"2025-05-23T07:31:31.003Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3003,0.6685,0.6758,0.31,0.37,0.12,44.15,17.63,62.50
"2025-05-23T07:31:31.007Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.1123,-0.0454,1.0435,1.22,-0.37,1.65,-3.35,-5.53,171.52
"2025-05-23T07:31:31.008Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",0.1216,0.4565,0.9102,-0.37,-1.16,0.92,27.03,-6.41,-105.42
"2025-05-23T07:31:31.009Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9360,-0.2988,0.2100,-0.55,-2.01,0.37,-56.36,67.92,160.49
"2025-05-23T07:31:31.010Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",-0.2412,-0.3813,0.9170,-0.61,-0.06,-0.06,-21.69,13.51,-42.14
"2025-05-23T07:31:31.058Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",0.1289,0.4565,0.8960,-0.37,-0.18,-0.06,27.04,-6.45,-105.41
"2025-05-23T07:31:31.062Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9111,-0.3291,0.2192,-1.10,-0.67,-0.79,-56.35,67.88,160.55
"2025-05-23T07:31:31.063Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0830,0.2202,0.9995,-0.49,-1.22,0.18,13.16,5.26,-95.37
"2025-05-23T07:31:31.064Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",-0.2485,-0.3696,0.9233,0.37,-0.18,-0.49,-21.71,13.51,-42.14
"2025-05-23T07:31:31.065Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.1133,-0.0415,1.0054,0.12,0.06,0.49,-3.31,-5.54,171.55
"2025-05-23T07:31:31.068Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.2993,0.6606,0.6875,0.37,0.00,-0.24,44.16,17.64,62.51
"2025-05-23T07:31:31.069Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",0.1289,0.4570,0.9102,-1.22,0.55,-0.55,27.00,-6.44,-105.42
"2025-05-23T07:31:31.070Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0869,0.2261,1.0005,0.43,0.12,0.24,13.17,5.22,-95.37
"2025-05-23T07:31:31.074Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9448,-0.3032,0.2036,-0.18,-0.18,-0.12,-56.44,67.84,160.48
"2025-05-23T07:31:31.092Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.0933,-0.0703,1.0508,-0.55,-0.37,-0.73,-3.33,-5.52,171.59
"2025-05-23T07:31:31.096Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3008,0.6636,0.6782,-0.12,-0.12,-0.61,44.15,17.66,62.47
"2025-05-23T07:31:31.102Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.1055,0.2412,0.9854,0.37,0.67,-0.98,13.19,5.29,-95.39
"2025-05-23T07:31:31.103Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",-0.2363,-0.3818,0.9170,0.79,0.00,-0.12,-21.69,13.49,-42.17
"2025-05-23T07:31:31.134Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.0972,-0.0435,1.0005,-0.06,0.00,0.00,-3.34,-5.54,171.54
"2025-05-23T07:31:31.216Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3047,0.6587,0.6802,-0.31,-0.43,-0.67,44.12,17.66,62.43
"2025-05-23T07:31:31.217Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",0.1206,0.4634,0.8950,-0.43,1.53,-1.10,26.98,-6.37,-105.43
"2025-05-23T07:31:31.218Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9043,-0.3369,0.2153,0.18,-0.73,0.24,-56.39,67.87,160.50
"2025-05-23T07:31:31.219Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.1045,0.2344,1.0059,0.49,2.01,-0.43,13.22,5.32,-95.41
"2025-05-23T07:31:31.220Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",-0.2324,-0.3643,0.9233,1.28,-0.24,0.00,-21.63,13.48,-42.17
"2025-05-23T07:31:31.221Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.2993,0.6592,0.6826,-0.37,0.12,0.18,44.08,17.66,62.41
"2025-05-23T07:31:31.221Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",0.1084,0.4600,0.9028,-0.49,0.43,-0.31,26.97,-6.29,-105.44
"2025-05-23T07:31:31.222Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.1011,-0.0693,1.0420,0.06,-0.67,-2.44,-3.35,-5.54,171.51
"2025-05-23T07:31:31.223Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9409,-0.3081,0.2036,-0.67,-0.06,1.04,-56.32,67.86,160.55
"2025-05-23T07:31:31.224Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",-0.2412,-0.3633,0.9233,0.43,-0.37,0.49,-21.59,13.47,-42.15
"2025-05-23T07:31:31.225Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",0.0996,0.4561,0.9048,-0.49,0.31,-0.49,26.97,-6.26,-105.44
"2025-05-23T07:31:31.291Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9121,-0.3271,0.2173,-0.73,-0.43,-0.18,-56.34,67.89,160.55
"2025-05-23T07:31:31.298Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.1050,0.2188,0.9829,-0.24,-1.77,-0.24,13.23,5.36,-95.45
"2025-05-23T07:31:31.300Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",-0.2456,-0.3540,0.9263,0.06,-0.31,-1.28,-21.58,13.45,-42.17
"2025-05-23T07:31:31.301Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.1040,-0.0459,1.0127,0.67,0.43,1.40,-3.32,-5.56,171.49
"2025-05-23T07:31:31.302Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.2998,0.6567,0.6904,0.98,-0.31,-0.98,44.09,17.67,62.39
"2025-05-23T07:31:31.302Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",0.1113,0.4595,0.9028,-0.43,-0.31,-0.49,26.95,-6.26,-105.46
"2025-05-23T07:31:31.303Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0938,0.2437,1.0020,0.00,0.00,0.00,13.23,5.30,-95.45
"2025-05-23T07:31:31.303Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9331,-0.3140,0.2056,-0.67,-0.06,0.37,-56.38,67.89,160.52
"2025-05-23T07:31:31.304Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.0957,-0.0518,1.0313,0.24,-0.37,-0.85,-3.31,-5.55,171.48
"2025-05-23T07:31:31.308Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3057,0.6606,0.6768,0.85,0.49,-0.31,44.12,17.69,62.35
"2025-05-23T07:31:31.309Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",-0.2339,-0.3687,0.9214,-0.24,-0.12,-1.28,-21.60,13.41,-42.24
"2025-05-23T07:31:31.323Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0981,0.2329,0.9863,0.06,-1.71,-0.06,13.23,5.28,-95.47
"2025-05-23T07:31:31.450Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.0923,-0.0430,1.0181,0.49,0.12,0.31,-3.27,-5.57,171.47
"2025-05-23T07:31:31.529Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3042,0.6655,0.6816,0.98,-0.24,-0.67,44.15,17.71,62.33
"2025-05-23T07:31:31.531Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",0.1157,0.4619,0.9014,-0.37,-0.73,-0.24,26.94,-6.27,-105.49
"2025-05-23T07:31:31.532Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9199,-0.3242,0.2100,-0.49,-0.92,-0.31,-56.41,67.89,160.52
"2025-05-23T07:31:31.533Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0923,0.2485,0.9980,-0.43,0.79,0.18,13.22,5.26,-95.47
"2025-05-23T07:31:31.534Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3022,0.6597,0.6738,0.00,0.24,0.49,44.17,17.71,62.31
"2025-05-23T07:31:31.535Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",0.1230,0.4648,0.8960,0.18,-0.49,0.24,26.95,-6.30,-105.49
"2025-05-23T07:31:31.656Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",-0.2334,-0.3799,0.9224,-0.18,0.00,-1.16,-21.64,13.40,-42.31
"2025-05-23T07:31:31.658Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.1021,-0.0493,1.0225,0.24,-0.67,-0.18,-3.27,-5.58,171.48
"2025-05-23T07:31:31.659Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9238,-0.3193,0.2124,-0.73,-0.73,0.31,-56.34,67.88,160.58
"2025-05-23T07:31:31.660Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",-0.2339,-0.3672,0.9170,-0.18,0.06,0.43,-21.65,13.40,-42.31
"2025-05-23T07:31:31.662Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",0.1099,0.4565,0.9058,-0.61,-0.37,-0.24,26.97,-6.32,-105.50
"2025-05-23T07:31:31.663Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",-0.2461,-0.3672,0.9253,-0.18,0.00,-0.49,-21.67,13.40,-42.33
"2025-05-23T07:31:31.664Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9243,-0.3188,0.2119,-0.92,-1.04,-0.73,-56.35,67.86,160.59
"2025-05-23T07:31:31.665Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0947,0.2227,0.9897,-0.61,-1.16,0.18,13.19,5.24,-95.47
"2025-05-23T07:31:31.666Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.0977,-0.0566,1.0298,0.00,0.00,0.61,-3.26,-5.59,171.51
"2025-05-23T07:31:31.667Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3013,0.6646,0.6855,0.43,0.37,-0.12,44.18,17.71,62.31
"2025-05-23T07:31:31.667Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",0.1187,0.4556,0.9033,-0.43,0.00,-0.49,26.94,-6.32,-105.51
"2025-05-23T07:31:31.669Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9194,-0.3271,0.2119,-0.98,-0.92,0.24,-56.35,67.84,160.63
"2025-05-23T07:31:31.670Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.1030,0.2485,0.9966,-0.24,0.92,-0.24,13.18,5.26,-95.45
"2025-05-23T07:31:31.670Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.0996,-0.0415,1.0156,0.55,-0.67,-0.24,-3.25,-5.61,171.48
"2025-05-23T07:31:31.671Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3027,0.6621,0.6792,0.37,0.61,-0.24,44.20,17.73,62.33
"2025-05-23T07:31:31.672Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.0889,0.2197,0.9912,-0.79,-1.04,0.49,13.16,5.23,-95.47
"2025-05-23T07:31:31.673Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",-0.2378,-0.3701,0.9204,-0.18,0.37,-0.73,-21.69,13.40,-42.36
"2025-05-23T07:31:31.674Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3013,0.6650,0.6782,0.37,0.85,0.00,44.21,17.75,62.33
"2025-05-23T07:31:31.674Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.0967,-0.0718,1.0352,-0.61,0.06,0.49,-3.25,-5.61,171.54
"2025-05-23T07:31:31.675Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",0.1182,0.4556,0.9038,-0.24,0.18,-0.79,26.95,-6.30,-105.54
"2025-05-23T07:31:31.676Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9268,-0.3188,0.2148,-1.22,-1.28,-0.55,-56.31,67.79,160.70
"2025-05-23T07:31:31.677Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.1079,0.2456,1.0039,0.92,2.26,-1.53,13.16,5.28,-95.47
"2025-05-23T07:31:31.677Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",-0.2456,-0.3691,0.9194,-0.12,0.00,-0.55,-21.71,13.41,-42.40
"2025-05-23T07:31:31.678Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3076,0.6602,0.6758,0.37,0.92,-0.18,44.24,17.79,62.34
"2025-05-23T07:31:31.679Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",0.1201,0.4585,0.9004,-0.55,1.77,-1.71,26.95,-6.21,-105.56
"2025-05-23T07:31:31.680Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.0889,-0.0610,1.0220,0.31,-0.61,-2.26,-3.27,-5.63,171.45
"2025-05-23T07:31:31.681Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9233,-0.3262,0.2114,-2.20,-1.16,0.73,-56.33,67.77,160.76
"2025-05-23T07:31:31.682Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",-0.2329,-0.3711,0.9199,0.24,0.06,-0.98,-21.71,13.40,-42.45
"2025-05-23T07:31:31.682Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",0.1177,0.4688,0.8984,-1.22,2.44,-1.95,26.93,-6.08,-105.59
"2025-05-23T07:31:31.683Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",-0.2349,-0.3647,0.9233,0.43,0.73,-0.12,-21.71,13.42,-42.48
"2025-05-23T07:31:31.684Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9287,-0.3296,0.2080,-0.92,-2.08,2.50,-56.16,67.80,161.00
"2025-05-23T07:31:31.685Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.1123,0.2456,0.9854,0.24,0.61,-1.77,13.21,5.36,-95.56
"2025-05-23T07:31:31.777Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.0571,-0.0903,1.0444,-0.43,-1.46,-2.32,-3.27,-5.67,171.39
"2025-05-23T07:31:31.896Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3066,0.6621,0.6787,0.00,0.73,0.18,44.25,17.82,62.36
"2025-05-23T07:31:31.897Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",0.0947,0.4595,0.8989,-4.15,5.31,-3.72,26.82,-5.87,-105.65
"2025-05-23T07:31:31.898Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9336,-0.3242,0.1963,-1.10,-4.03,6.35,-55.61,67.91,161.62
"2025-05-23T07:31:31.899Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.1392,0.2632,0.9990,6.84,2.81,-5.07,13.33,5.60,-95.68
"2025-05-23T07:31:31.900Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.0747,-0.0615,1.0303,4.15,0.18,-2.87,-3.18,-5.75,171.23
"2025-05-23T07:31:31.902Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3022,0.6523,0.6826,1.28,0.73,0.37,44.29,17.83,62.41
"2025-05-23T07:31:31.903Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.1245,0.2598,0.9819,3.78,-8.97,-5.86,13.69,5.62,-95.98
"2025-05-23T07:31:31.903Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",-0.2261,-0.3506,0.9214,0.06,1.71,-1.71,-21.72,13.47,-42.55
"2025-05-23T07:31:31.904Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3008,0.6670,0.6812,1.59,0.98,1.53,44.37,17.82,62.47
"2025-05-23T07:31:31.906Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.1406,-0.0581,1.0952,5.98,1.40,-3.23,-2.88,-5.69,171.13
"2025-05-23T07:31:31.906Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",0.0796,0.4541,0.9048,-3.72,0.31,-2.20,26.61,-5.64,-105.71
"2025-05-23T07:31:31.907Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9673,-0.3164,0.2222,-2.99,-4.88,8.85,-54.65,68.12,162.70
"2025-05-23T07:31:31.908Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",-0.1465,0.2988,1.0620,-5.19,-9.34,-6.16,13.56,5.32,-96.37
"2025-05-23T07:31:31.908Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",-0.2373,-0.3696,0.9268,-0.79,1.95,-0.85,-21.76,13.51,-42.65
"2025-05-23T07:31:31.909Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",0.1133,-0.0249,1.0737,9.89,-7.02,-9.89,-2.42,-5.92,170.66
"2025-05-23T07:31:31.910Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3135,0.6582,0.6768,1.95,0.24,1.95,44.48,17.77,62.55
